"","UserIDs_in","MoYr","X.x","intercept","CTleaf_out.slope","CTleaf2.slope","Date","rdref","q10","LMA_g.m2","R_calc","sDate","Site.x","Plot.x","Spp","Treatment.x","site","Species.x","ï..UserIDs_in","X..N..as.received","X..N.adjusted","Nmass..g.N.kg.1.","X.y","X.1","X.2","Site.y","Plot.y","Species.y","Treatment.y","Narea"
"199","BM5GC",2020-07-01,116,-0.0227230611713731,0.0439619596492195,0.000511781939323927,2020-07-30,4.03977760478204,2.0047323611828,258.0496,"R.mass","2020-07-30","BM","5","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","BM5GC",2020-07-01,392,-1.37732652564717,0.0439619596492197,0.000511781939323922,2020-07-30,1.04246299500296,2.0047323611828,258.0496,"R.area","2020-07-30","BM","5","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","BM5GW",2019-10-01,7,0.644428645207304,-0.0152418556899709,0.00153737845181318,2019-10-26,3.40159277560719,1.85200839473294,279.4937,"R.mass","2019-10-26","BM","5","G","W","BM","G","BM5GW",1.16,1.28,12.84,NA,NA,NA,"BM","5","G","W",3.57751936
"202","BM5GW",2019-10-01,283,-0.630346881684157,-0.0152418556899712,0.00153737845181318,2019-10-26,0.950723750747724,1.85200839473294,279.4937,"R.area","2019-10-26","BM","5","G","W","BM","G","BM5GW",1.16,1.28,12.84,NA,NA,NA,"BM","5","G","W",3.57751936
"203","BM5GW",2019-12-01,187,0.422427707650906,0.0157147173549345,0.000972731418314942,2019-12-20,4.15059948476814,1.90315470951793,272.3158,"R.mass","2019-12-20","BM","5","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","BM5GW",2019-12-01,463,-0.878365149096885,0.0157147173549344,0.000972731418314944,2019-12-20,1.13027381917422,1.90315470951793,272.3158,"R.area","2019-12-20","BM","5","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","BM5GW",2020-02-01,163,0.0198305692381222,0.0448458940676807,0.000502939013069222,2020-02-14,4.28583245087853,2.01360862300363,272.0968,"R.mass","2020-02-14","BM","5","G","W","BM","G","BM5GW",1.18,1.31,13.06,NA,NA,NA,"BM","5","G","W",3.56446808
"206","BM5GW",2020-02-01,439,-1.28176682440618,0.0448458940676808,0.00050293901306922,2020-02-14,1.16616129522021,2.01360862300363,272.0968,"R.area","2020-02-14","BM","5","G","W","BM","G","BM5GW",1.18,1.31,13.06,NA,NA,NA,"BM","5","G","W",3.56446808
"207","BM5GW",2020-04-01,247,-0.440174889455784,0.077961445778384,0.000120108056475055,2020-04-08,4.87406743273272,2.31559919602071,270.8145,"R.mass","2020-04-08","BM","5","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","BM5GW",2020-04-01,523,-1.74649608378159,0.0779614457783842,0.000120108056475053,2020-04-08,1.31996813476179,2.31559919602071,270.8145,"R.area","2020-04-08","BM","5","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","BM5GW",2020-06-01,315,-1.13595471550889,0.0509453956245288,0.000389733472552339,2020-06-14,1.46413349347473,2.02247233758892,229.9274,"R.area","2020-06-14","BM","5","G","W","BM","G","BM5GW",1.53,1.7,17.02,NA,NA,NA,"BM","5","G","W",3.9087658
"210","BM5GW",2020-06-01,39,0.3340369565526,0.0509453956245288,0.000389733472552339,2020-06-14,6.36780781009452,2.02247233758892,229.9274,"R.mass","2020-06-14","BM","5","G","W","BM","G","BM5GW",1.53,1.7,17.02,NA,NA,NA,"BM","5","G","W",3.9087658
"211","BM5GW",2020-07-01,115,1.00232705499224,-0.0152732153127255,0.0014438731404312,2020-07-30,4.58558361243336,1.76686080785023,236.3279,"R.mass","2020-07-30","BM","5","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","BM5GW",2020-07-01,391,-0.440207976517097,-0.0152732153127254,0.0014438731404312,2020-07-30,1.08370134540079,1.76686080785023,236.3279,"R.area","2020-07-30","BM","5","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","BM5MC",2019-10-01,6,0.49054633300752,0.0890113965552698,-0.000403533344546925,2019-10-26,11.7472938866649,1.99042322753928,169.9324,"R.mass","2019-10-26","BM","5","M","C","BM","M","BM5MC",1.26,1.4,13.97,NA,NA,NA,"BM","5","M","C",2.3790536
"214","BM5MC",2019-10-01,282,-1.28180823506574,0.0890113965552701,-0.000403533344546929,2019-10-26,1.99624584366629,1.99042322753928,169.9324,"R.area","2019-10-26","BM","5","M","C","BM","M","BM5MC",1.26,1.4,13.97,NA,NA,NA,"BM","5","M","C",2.3790536
"215","BM5MC",2019-12-01,186,0.359656497012122,0.121772203922701,-0.00099422462894559,2019-12-20,16.1605195345057,2.05568623138836,128.6174,"R.mass","2019-12-20","BM","5","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","BM5MC",2019-12-01,462,-1.69125667605322,0.121772203922701,-0.000994224628945592,2019-12-20,2.07852400517733,2.05568623138836,128.6174,"R.area","2019-12-20","BM","5","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","BM5MC",2020-02-01,438,-0.575988409127838,0.0122821049936961,0.000721684685530258,2020-02-14,1.19975472992143,1.62200557483797,116.5821,"R.area","2020-02-14","BM","5","M","C","BM","M","BM5MC",1.87,2.08,20.78,NA,NA,NA,"BM","5","M","C",2.42490768
"218","BM5MC",2020-02-01,162,1.57317112401777,0.0122821049936958,0.000721684685530263,2020-02-14,10.2910715274594,1.62200557483796,116.5821,"R.mass","2020-02-14","BM","5","M","C","BM","M","BM5MC",1.87,2.08,20.78,NA,NA,NA,"BM","5","M","C",2.42490768
"219","BM5MC",2020-04-01,246,0.303270787733211,0.101850552434593,-0.000679596671505713,2020-04-08,11.2998186724869,1.97132752940319,146.2545,"R.mass","2020-04-08","BM","5","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","BM5MC",2020-04-01,522,-1.61913623637955,0.101850552434593,-0.00067959667150571,2020-04-08,1.65264933003524,1.97132752940319,146.2545,"R.area","2020-04-08","BM","5","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","BM5MC",2020-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM5MC",1.07,1.19,11.89,NA,NA,NA,"BM","5","M","C",NA
"222","BM5MC",2020-07-01,114,1.0832270470253,0.0302507860345816,0.000469817674474211,2020-07-30,8.44126977389868,1.71157961842689,187.5026,"R.mass","2020-07-30","BM","5","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","BM5MC",2020-07-01,390,-0.590735519975848,0.0302507860345817,0.000469817674474208,2020-07-30,1.58276002990741,1.71157961842689,187.5026,"R.area","2020-07-30","BM","5","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","BM5MW",2019-10-01,5,0.336601891320498,0.0891448341511533,-0.000427931551126884,2019-10-26,9.95192028129821,1.96891487466734,158.3371,"R.mass","2019-10-26","BM","5","M","W","BM","M","BM5MW",1.24,1.37,13.72,NA,NA,NA,"BM","5","M","W",2.16921827
"225","BM5MW",2019-10-01,281,-1.50642708310439,0.0891448341511532,-0.000427931551126883,2019-10-26,1.57575819677194,1.96891487466733,158.3371,"R.area","2019-10-26","BM","5","M","W","BM","M","BM5MW",1.24,1.37,13.72,NA,NA,NA,"BM","5","M","W",2.16921827
"226","BM5MW",2019-12-01,185,1.02310256176375,0.0605862401888766,-2.01595691539354e-05,2019-12-20,12.4928794220782,1.81445040974091,119.0824,"R.mass","2019-12-20","BM","5","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","BM5MW",2019-12-01,461,-1.10483702675593,0.0605862401888761,-2.01595691539248e-05,2019-12-20,1.48768206449169,1.81445040974091,119.0824,"R.area","2019-12-20","BM","5","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","BM5MW",2020-02-01,437,-0.133673917898371,-0.0578251513181894,0.00212732521310462,2020-02-14,0.779015416912066,1.62484283368254,115.7178,"R.area","2020-02-14","BM","5","M","W","BM","M","BM5MW",1.36,1.51,15.08,NA,NA,NA,"BM","5","M","W",1.74733878
"229","BM5MW",2020-02-01,161,2.0229268925634,-0.0578251513181899,0.00212732521310463,2020-02-14,6.73202754383565,1.62484283368253,115.7178,"R.mass","2020-02-14","BM","5","M","W","BM","M","BM5MW",1.36,1.51,15.08,NA,NA,NA,"BM","5","M","W",1.74733878
"230","BM5MW",2020-04-01,245,1.03079733021444,0.0419835425912418,0.00025085498651147,2020-04-08,9.3667881895914,1.725061874591,122.6635,"R.mass","2020-04-08","BM","5","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","BM5MW",2020-04-01,521,-1.06751311481748,0.0419835425912419,0.000250854986511468,2020-04-08,1.14896302309394,1.725061874591,122.6635,"R.area","2020-04-08","BM","5","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","BM5MW",2020-06-01,38,2.80246464796787,-0.0952101704946149,0.00231054541057136,2020-06-14,6.46434225194492,1.22528197396778,160.0261,"R.mass","2020-06-14","BM","5","M","W","BM","M","BM5MW",0.99,1.1,11.02,NA,NA,NA,"BM","5","M","W",1.7602871
"233","BM5MW",2020-06-01,314,0.970046295916126,-0.0952101704946148,0.00231054541057136,2020-06-14,1.03446347964396,1.22528197396778,160.0261,"R.area","2020-06-14","BM","5","M","W","BM","M","BM5MW",0.99,1.1,11.02,NA,NA,NA,"BM","5","M","W",1.7602871
"234","BM5MW",2020-07-01,113,1.25262446133591,-0.0100014744820967,0.00106426670418961,2020-07-30,5.30025159084411,1.54051782094484,150.6588,"R.mass","2020-07-30","BM","5","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","BM5MW",2020-07-01,389,-0.640113140234603,-0.0100014744820966,0.00106426670418961,2020-07-30,0.798529544374665,1.54051782094484,150.6588,"R.area","2020-07-30","BM","5","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","BM6GC",2019-10-01,280,-1.94645514621853,0.0797121535296696,-5.21780739724756e-05,2019-10-26,1.01383218737778,2.16199736040163,194.3164,"R.area","2019-10-26","BM","6","G","C","BM","G","BM6GC",1.91,2.12,21.2,NA,NA,NA,"BM","6","G","C",4.11950768
"237","BM6GC",2019-10-01,4,-0.308187625616256,0.0797121535296696,-5.2178073972475e-05,2019-10-26,5.21742985861092,2.16199736040163,194.3164,"R.mass","2019-10-26","BM","6","G","C","BM","G","BM6GC",1.91,2.12,21.2,NA,NA,NA,"BM","6","G","C",4.11950768
"238","BM6GC",2019-12-01,184,0.520067325065819,0.0283790095996794,0.000811940713735092,2019-12-20,5.68030830973133,1.99323800159573,190.4023,"R.mass","2019-12-20","BM","6","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","BM6GC",2019-12-01,460,-1.1385487518001,0.0283790095996802,0.000811940713735081,2019-12-20,1.08154376688196,1.99323800159573,190.4023,"R.area","2019-12-20","BM","6","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","BM6GC",2020-02-01,436,-1.88690181499396,0.0957024809673425,-0.00031700290721605,2020-02-14,1.36006622331927,2.2222570221561,225.2516,"R.area","2020-02-14","BM","6","G","C","BM","G","BM6GC",1.55,1.72,17.2,NA,NA,NA,"BM","6","G","C",3.87432752
"241","BM6GC",2020-02-01,160,-0.396364535693689,0.0957024809673427,-0.000317002907216053,2020-02-14,6.03798695911269,2.2222570221561,225.2516,"R.mass","2020-02-14","BM","6","G","C","BM","G","BM6GC",1.55,1.72,17.2,NA,NA,NA,"BM","6","G","C",3.87432752
"242","BM6GC",2020-04-01,244,-0.825010701117238,0.12143727300449,-0.000829217932251681,2020-04-08,5.43391525924325,2.22501523752157,235.0477,"R.mass","2020-04-08","BM","6","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","BM6GC",2020-04-01,520,-2.2729775078292,0.12143727300449,-0.00082921793225168,2020-04-08,1.27722928368003,2.22501523752157,235.0477,"R.area","2020-04-08","BM","6","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","BM6GC",2020-06-01,52,3.1332486474466,-0.150052811282956,0.00344957576721764,2020-06-13,4.654866446031,1.25139605333732,249.0389,"R.mass","2020-06-13","BM","6","G","C","BM","G","BM6GC",1.24,1.37,13.71,NA,NA,NA,"BM","6","G","C",3.41183293
"245","BM6GC",2020-06-01,328,1.74310247762693,-0.150052811282956,0.00344957576721765,2020-06-13,1.15924281936647,1.25139605333732,249.0389,"R.area","2020-06-13","BM","6","G","C","BM","G","BM6GC",1.24,1.37,13.71,NA,NA,NA,"BM","6","G","C",3.41183293
"246","BM6GC",2020-07-01,112,-0.299640043248876,0.0598862237611557,0.000323157197495034,2020-07-30,4.05312747521072,2.13921905820386,253.4799,"R.mass","2020-07-30","BM","6","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","BM6GC",2020-07-01,388,-1.67211079228422,0.0598862237611557,0.000323157197495034,2020-07-30,1.02738634710367,2.13921905820386,253.4799,"R.area","2020-07-30","BM","6","G","C","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","BM6GW",2019-10-01,279,-0.825380776921966,-0.0191601928220927,0.00164019794335808,2019-10-26,0.756341804310264,1.87479073174607,288.3321,"R.area","2019-10-26","BM","6","G","W","BM","G","BM6GW",1.27,1.4,14.04,NA,NA,NA,"BM","6","G","W",4.0366494
"249","BM6GW",2019-10-01,3,0.418261561262199,-0.0191601928220928,0.00164019794335808,2019-10-26,2.62316198685566,1.87479073174607,288.3321,"R.mass","2019-10-26","BM","6","G","W","BM","G","BM6GW",1.27,1.4,14.04,NA,NA,NA,"BM","6","G","W",4.0366494
"250","BM6GW",2019-12-01,183,0.253486770891068,0.0317539904327045,0.000701796216949365,2019-12-20,4.41920213477991,1.95118720969598,263.855,"R.mass","2019-12-20","BM","6","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","BM6GW",2019-12-01,459,-1.07886879825787,0.0317539904327044,0.000701796216949366,2019-12-20,1.16602857927235,1.95118720969598,263.855,"R.area","2019-12-20","BM","6","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","BM6GW",2020-02-01,159,-1.34106355844857,0.141183813807173,-0.00105342416572956,2020-02-14,4.61883118649326,2.42328984053577,257.9122,"R.mass","2020-02-14","BM","6","G","W","BM","G","BM6GW",1.29,1.43,14.29,NA,NA,NA,"BM","6","G","W",3.68814446
"253","BM6GW",2020-02-01,435,-2.69619962050523,0.141183813807173,-0.00105342416572956,2020-02-14,1.19125291273709,2.42328984053577,257.9122,"R.area","2020-02-14","BM","6","G","W","BM","G","BM6GW",1.29,1.43,14.29,NA,NA,NA,"BM","6","G","W",3.68814446
"254","BM6GW",2020-04-01,243,-0.657044841204663,0.103513454816148,-0.000541703993306711,2020-04-08,4.91467945308761,2.14745313482827,254.2612,"R.mass","2020-04-08","BM","6","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","BM6GW",2020-04-01,519,-2.02643803509757,0.103513454816147,-0.000541703993306711,2020-04-08,1.2496122953574,2.14745313482827,254.2612,"R.area","2020-04-08","BM","6","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","BM6GW",2020-06-01,327,0.65242064686149,-0.0811280584672523,0.00232022404511566,2020-06-13,1.0771936783865,1.4174102485354,247.9668,"R.area","2020-06-13","BM","6","G","W","BM","G","BM6GW",1.11,1.23,12.31,NA,NA,NA,"BM","6","G","W",3.04999164
"257","BM6GW",2020-06-01,51,2.0468810596079,-0.0811280584672521,0.00232022404511566,2020-06-13,4.34410444618596,1.4174102485354,247.9668,"R.mass","2020-06-13","BM","6","G","W","BM","G","BM6GW",1.11,1.23,12.31,NA,NA,NA,"BM","6","G","W",3.04999164
"258","BM6GW",2020-07-01,111,0.91619745299598,-0.00829414546650291,0.00137403368997147,2020-07-30,4.7951973865463,1.82955979789857,235.6995,"R.mass","2020-07-30","BM","6","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","BM6GW",2020-07-01,387,-0.529000137387009,-0.00829414546650293,0.00137403368997147,2020-07-30,1.13022562641027,1.82955979789857,235.6995,"R.area","2020-07-30","BM","6","G","W","BM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","BM6MC",2019-10-01,2,0.350039672036745,0.0993693440780709,-0.000618474363549012,2019-10-26,11.5620339704789,1.98269347067,143.295,"R.mass","2019-10-26","BM","6","M","C","BM","M","BM6MC",1.26,1.4,13.95,NA,NA,NA,"BM","6","M","C",2.00613
"261","BM6MC",2019-10-01,278,-1.59281016455531,0.0993693440780705,-0.000618474363549005,2019-10-26,1.65678165779977,1.98269347067,143.295,"R.area","2019-10-26","BM","6","M","C","BM","M","BM6MC",1.26,1.4,13.95,NA,NA,NA,"BM","6","M","C",2.00613
"262","BM6MC",2019-12-01,182,1.11796540078957,0.0792843692081499,-0.00039585085444488,2019-12-20,17.3339645737277,1.81288276267627,144.7644,"R.mass","2019-12-20","BM","6","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","BM6MC",2019-12-01,458,-0.81468228482217,0.0792843692081501,-0.000395850854444883,2019-12-20,2.50934098113695,1.81288276267627,144.7644,"R.area","2019-12-20","BM","6","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","BM6MC",2020-02-01,158,0.3371431238706,0.113843247524002,-0.000850421726262919,2020-02-14,14.1782731506413,2.04055455603691,96.16909,"R.mass","2020-02-14","BM","6","M","C","BM","M","BM6MC",1.53,1.7,16.97,NA,NA,NA,"BM","6","M","C",1.63487453
"265","BM6MC",2020-02-01,434,-2.00450415884223,0.113843247524003,-0.000850421726262921,2020-02-14,1.36351162666861,2.04055455603691,96.16909,"R.area","2020-02-14","BM","6","M","C","BM","M","BM6MC",1.53,1.7,16.97,NA,NA,NA,"BM","6","M","C",1.63487453
"266","BM6MC",2020-04-01,242,0.895687695052007,0.0685347723093625,-0.000116335658205224,2020-04-08,12.6334393651875,1.87232297769006,105.9578,"R.mass","2020-04-08","BM","6","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","BM6MC",2020-04-01,518,-1.34902668229371,0.0685347723093624,-0.000116335658205224,2020-04-08,1.33861144156866,1.87232297769006,105.9578,"R.area","2020-04-08","BM","6","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","BM6MC",2020-06-01,326,-0.75617684120813,0.0388979433215376,0.000325769971731478,2020-06-13,1.52177584831592,1.73648754218378,161.0868,"R.area","2020-06-13","BM","6","M","C","BM","M","BM6MC",1.09,1.21,12.09,NA,NA,NA,"BM","6","M","C",1.94915028
"269","BM6MC",2020-06-01,50,1.06963508763335,0.038897943321538,0.000325769971731472,2020-06-13,9.44693077468741,1.73648754218379,161.0868,"R.mass","2020-06-13","BM","6","M","C","BM","M","BM6MC",1.09,1.21,12.09,NA,NA,NA,"BM","6","M","C",1.94915028
"270","BM6MC",2020-07-01,110,0.412830792171366,0.0629190071470723,8.01085673583624e-05,2020-07-30,7.6589417804836,1.95276116906214,178.1529,"R.mass","2020-07-30","BM","6","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","BM6MC",2020-07-01,386,-1.31228231647436,0.0629190071470725,8.01085673583582e-05,2020-07-30,1.36446268912432,1.95276116906214,178.1529,"R.area","2020-07-30","BM","6","M","C","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","BM6MW",2019-10-01,1,0.291810920838708,0.0781572097765962,-0.000262917011434937,2019-10-26,8.015827567789,1.91575843157936,175.2809,"R.mass","2019-10-26","BM","6","M","W","BM","M","BM6MW",0.96,1.07,10.66,NA,NA,NA,"BM","6","M","W",1.87550563
"273","BM6MW",2019-10-01,277,-1.44955452822769,0.0781572097765964,-0.00026291701143494,2019-10-26,1.40502147032687,1.91575843157936,175.2809,"R.area","2019-10-26","BM","6","M","W","BM","M","BM6MW",0.96,1.07,10.66,NA,NA,NA,"BM","6","M","W",1.87550563
"274","BM6MW",2019-12-01,181,1.20303135489527,0.0574464837343916,-1.67915395408661e-05,2019-12-20,13.8557282064449,1.7613297570932,119.727,"R.mass","2019-12-20","BM","6","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","BM6MW",2019-12-01,457,-0.919509773048885,0.057446483734392,-1.67915395408734e-05,2019-12-20,1.65890477097303,1.7613297570932,119.727,"R.area","2019-12-20","BM","6","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","BM6MW",2020-02-01,433,-1.78643396756219,0.0875939306235961,-0.000380968182215109,2020-02-14,1.17975782474014,1.9846750840586,87.14499,"R.area","2020-02-14","BM","6","M","W","BM","M","BM6MW",1.58,1.76,17.56,NA,NA,NA,"BM","6","M","W",1.533751824
"277","BM6MW",2020-02-01,157,0.653748028197592,0.087593930623596,-0.000380968182215108,2020-02-14,13.5378732012034,1.9846750840586,87.14499,"R.mass","2020-02-14","BM","6","M","W","BM","M","BM6MW",1.58,1.76,17.56,NA,NA,NA,"BM","6","M","W",1.533751824
"278","BM6MW",2020-04-01,241,1.68284759006462,0.00644210304187762,0.000804081385271931,2020-04-08,10.4484227280749,1.59434297433552,120.099,"R.mass","2020-04-08","BM","6","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","BM6MW",2020-04-01,517,-0.436591286260912,0.00644210304187756,0.000804081385271932,2020-04-08,1.25484512121907,1.59434297433552,120.099,"R.area","2020-04-08","BM","6","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","BM6MW",2020-06-01,49,0.598449309167825,0.0747570395855598,-0.000212591757984536,2020-06-13,10.3243527586278,1.89889951713656,153.353,"R.mass","2020-06-13","BM","6","M","W","BM","M","BM6MW",1.11,1.23,12.31,NA,NA,NA,"BM","6","M","W",1.8862419
"281","BM6MW",2020-06-01,325,-1.27656351635444,0.0747570395855599,-0.000212591757984538,2020-06-13,1.58327046859384,1.89889951713656,153.353,"R.area","2020-06-13","BM","6","M","W","BM","M","BM6MW",1.11,1.23,12.31,NA,NA,NA,"BM","6","M","W",1.8862419
"282","BM6MW",2020-07-01,109,0.767544118325667,0.0485654649766178,0.000239966933035231,2020-07-30,8.4288477304181,1.8324211336553,176.3736,"R.mass","2020-07-30","BM","6","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","BM6MW",2020-07-01,385,-0.967606688147887,0.0485654649766182,0.000239966933035222,2020-07-30,1.48662621806567,1.8324211336553,176.3736,"R.area","2020-07-30","BM","6","M","W","BM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","NM1GC",2019-10-01,37,1.31764390084727,-0.0255165000071617,0.00145429933020624,2019-10-18,4.89722384368992,1.60317279893371,246.9225,"R.mass","2019-10-18","NM","1","G","C","NM","G","NM1GC",1.5,1.66,16.64,NA,NA,NA,"NM","1","G","C",4.0989135
"285","NM1GC",2019-10-01,313,-0.0810368559236685,-0.0255165000071616,0.00145429933020624,2019-10-18,1.20923475454352,1.60317279893371,246.9225,"R.area","2019-10-18","NM","1","G","C","NM","G","NM1GC",1.5,1.66,16.64,NA,NA,NA,"NM","1","G","C",4.0989135
"286","NM1GC",2019-12-01,228,-0.377604903320817,0.0495575775731785,0.000614370138085509,2019-12-14,3.47403197655645,2.23169379117659,218.1818,"R.mass","2019-12-14","NM","1","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","NM1GC",2019-12-01,504,-1.90003152209862,0.0495575775731785,0.000614370138085509,2019-12-14,0.757970549902645,2.23169379117659,218.1818,"R.area","2019-12-14","NM","1","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","NM1GC",2020-02-01,156,0.21022240824189,0.0195679830807069,0.00101643486522786,2020-02-15,3.79883247471365,2.02161614522749,254.293,"R.mass","2020-02-15","NM","1","G","C","NM","G","NM1GC",1.23,1.36,13.6,NA,NA,NA,"NM","1","G","C",3.4583848
"289","NM1GC",2020-02-01,432,-1.15904572523449,0.0195679830807068,0.00101643486522787,2020-02-15,0.966016506492357,2.02161614522749,254.293,"R.area","2020-02-15","NM","1","G","C","NM","G","NM1GC",1.23,1.36,13.6,NA,NA,NA,"NM","1","G","C",3.4583848
"290","NM1GC",2020-04-01,276,-1.09118472268749,0.107102755848166,-0.000372484424589308,2020-04-10,3.8712653140878,2.42246434446414,256.212012,"R.mass","2020-04-10","NM","1","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","NM1GC",2020-04-01,552,-2.45293472806017,0.107102755848166,-0.000372484424589307,2020-04-10,0.991864675108247,2.42246434446414,256.212012,"R.area","2020-04-10","NM","1","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","NM1GC",2020-06-01,72,-0.0399356953876057,0.0521751983419635,0.000500412223815824,2020-06-12,4.84139016202373,2.163999425119,214.902,"R.mass","2020-06-12","NM","1","G","C","NM","G","NM1GC",1.55,1.73,17.25,NA,NA,NA,"NM","1","G","C",3.7178046
"293","NM1GC",2020-06-01,348,-1.57750886411032,0.052175198341963,0.000500412223815833,2020-06-12,1.04042442859922,2.163999425119,214.902,"R.area","2020-06-12","NM","1","G","C","NM","G","NM1GC",1.55,1.73,17.25,NA,NA,NA,"NM","1","G","C",3.7178046
"294","NM1GC",2020-07-01,108,-0.342324997943372,0.0898241310479702,-0.00014078689025224,2020-07-31,6.14283567489884,2.28838851670339,168.6737,"R.mass","2020-07-31","NM","1","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","NM1GC",2020-07-01,384,-2.12211419757081,0.08982413104797,-0.000140786890252237,2020-07-31,1.03613482177718,2.28838851670339,168.6737,"R.area","2020-07-31","NM","1","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","NM1GW",2019-10-01,312,-1.52934973458854,0.0545203514355987,0.000286755364883077,2019-10-18,1.0129644737879,1.99088884898821,124.3011,"R.area","2019-10-18","NM","1","G","W","NM","G","NM1GW",2.02,2.25,22.46,NA,NA,NA,"NM","1","G","W",2.79677475
"297","NM1GW",2019-10-01,36,0.555698696358565,0.0545203514355988,0.000286755364883076,2019-10-18,8.14928004489023,1.99088884898821,124.3011,"R.mass","2019-10-18","NM","1","G","W","NM","G","NM1GW",2.02,2.25,22.46,NA,NA,NA,"NM","1","G","W",2.79677475
